"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"GoAir","2019-01-28","Mumbai","Hyderabad","MUM --> HYD","08:45:00","12:15:00","3h 30m","non-stop","Red-eye flight",8800
"Multiple carriers","2019-01-28","Delhi","Mumbai","DEL --> MUM","16:30:00","19:45:00","3h 15m","non-stop","Red-eye flight",14004
"SpiceJet","2019-01-28","Banglore","Chennai","BAN --> CHE","12:15:00","13:45:00","1h 30m","non-stop","Business class",4345
"GoAir","2019-01-29","Chennai","Delhi","CHE --> DEL","20:45:00","23:00:00","2h 15m","non-stop","Business class",8029
"Jet Airways","2019-01-29","Banglore","Delhi","BAN --> HYD --> DEL","20:45:00","00:30:00","3h 45m","1 stop","No check-in baggage included",5578
"IndiGo","2019-01-29","Mumbai","Banglore","MUM --> BAN","19:15:00","21:30:00","2h 15m","non-stop","Business class",14335
"IndiGo","2019-01-29","Delhi","Chennai","DEL --> KOL --> CHE","17:45:00","21:45:00","4h 0m","1 stop","In-flight meal not included",12793
"SpiceJet","2019-01-29","Hyderabad","Kolkata","HYD --> KOL","06:30:00","10:00:00","3h 30m","non-stop","Red-eye flight",8490
"IndiGo","2019-01-29","Delhi","Mumbai","DEL --> BAN --> KOL --> MUM","06:45:00","13:30:00","6h 45m","2 stops","No check-in baggage included",14615
"Air India","2019-01-30","Banglore","Mumbai","BAN --> DEL --> HYD --> MUM","14:15:00","23:45:00","9h 30m","2 stops","Red-eye flight",14478
"Air India","2019-01-30","Mumbai","Banglore","MUM --> BAN","18:00:00","21:30:00","3h 30m","non-stop","No check-in baggage included",11388
"Vistara","2019-01-30","Delhi","Hyderabad","DEL --> BAN --> HYD","11:30:00","16:30:00","5h 0m","1 stop","In-flight meal not included",6997
"Vistara","2019-01-30","Banglore","Kolkata","BAN --> KOL","15:15:00","18:45:00","3h 30m","non-stop","No info",6210
"IndiGo","2019-01-30","Delhi","Banglore","DEL --> HYD --> MUM --> BAN","17:30:00","00:00:00","6h 30m","2 stops","1 Long layover",12199
"Air India","2019-01-30","Hyderabad","Chennai","HYD --> BAN --> CHE","17:45:00","21:30:00","3h 45m","1 stop","Business class",10545
"Air India","2019-01-30","Chennai","Delhi","CHE --> MUM --> DEL","10:00:00","15:45:00","5h 45m","1 stop","Red-eye flight",12663
"Air India","2019-01-30","Kolkata","Mumbai","KOL --> CHE --> COC --> MUM","16:30:00","00:00:00","7h 30m","2 stops","Business class",8844
"IndiGo","2019-01-31","Mumbai","Chennai","MUM --> BAN --> DEL --> CHE","17:15:00","01:00:00","7h 45m","2 stops","Red-eye flight",7277
"SpiceJet","2019-01-31","Mumbai","Banglore","MUM --> KOL --> BAN","13:30:00","19:30:00","6h 0m","1 stop","No check-in baggage included",11620
"IndiGo","2019-01-31","Delhi","Banglore","DEL --> KOL --> BAN","18:30:00","23:45:00","5h 15m","1 stop","Business class",7062
"Akasa Air","2019-01-31","Mumbai","Hyderabad","MUM --> DEL --> CHE --> HYD","20:45:00","06:00:00","9h 15m","2 stops","No info",13947
"IndiGo","2019-01-31","Banglore","Hyderabad","BAN --> MUM --> HYD","11:00:00","15:30:00","4h 30m","1 stop","In-flight meal not included",8278
"Air India","2019-01-31","Kolkata","Delhi","KOL --> MUM --> DEL","07:30:00","13:30:00","6h 0m","1 stop","No check-in baggage included",9225
"IndiGo","2019-02-01","Delhi","Chennai","DEL --> BAN --> CHE","12:30:00","15:45:00","3h 15m","1 stop","No check-in baggage included",5105
"GoAir","2019-02-01","Chennai","Hyderabad","CHE --> DEL --> MUM --> HYD","15:30:00","00:15:00","8h 45m","2 stops","Change airports",6003
"Air India","2019-02-01","Kolkata","Banglore","KOL --> MUM --> HYD --> BAN","07:45:00","16:15:00","8h 30m","2 stops","1 Long layover",10590
"IndiGo","2019-02-01","Delhi","Kolkata","DEL --> MUM --> HYD --> KOL","08:30:00","14:30:00","6h 0m","2 stops","In-flight meal not included",12824
"Trujet","2019-02-01","Banglore","Kolkata","BAN --> KOL","21:15:00","22:15:00","1h 0m","non-stop","In-flight meal not included",3584
"IndiGo","2019-02-02","Mumbai","Chennai","MUM --> COC --> BAN --> CHE","16:30:00","23:00:00","6h 30m","2 stops","1 Long layover",14354
"GoAir","2019-02-02","Chennai","Hyderabad","CHE --> HYD","08:00:00","10:30:00","2h 30m","non-stop","Change airports",7503
"SpiceJet","2019-02-02","Delhi","Mumbai","DEL --> CHE --> COC --> MUM","18:45:00","03:00:00","8h 15m","2 stops","Red-eye flight",12001
"Air India","2019-02-02","Hyderabad","Chennai","HYD --> MUM --> CHE","21:15:00","03:30:00","6h 15m","1 stop","In-flight meal not included",7583
"Vistara","2019-02-02","Mumbai","Banglore","MUM --> DEL --> COC --> BAN","19:30:00","02:45:00","7h 15m","2 stops","Change airports",11445
"SpiceJet","2019-02-02","Hyderabad","Mumbai","HYD --> MUM","19:15:00","21:45:00","2h 30m","non-stop","1 Long layover",8340
"Air India","2019-02-03","Mumbai","Chennai","MUM --> CHE","09:45:00","11:45:00","2h 0m","non-stop","Red-eye flight",4941
"Jet Airways","2019-02-03","Banglore","Kolkata","BAN --> COC --> CHE --> KOL","18:30:00","02:00:00","7h 30m","2 stops","In-flight meal not included",14007
"IndiGo","2019-02-03","Hyderabad","Kolkata","HYD --> DEL --> COC --> KOL","18:00:00","01:45:00","7h 45m","2 stops","No check-in baggage included",12107
"SpiceJet","2019-02-03","Banglore","Mumbai","BAN --> HYD --> MUM","06:15:00","13:00:00","6h 45m","1 stop","Change airports",8591
"GoAir","2019-02-04","Banglore","Delhi","BAN --> HYD --> MUM --> DEL","21:45:00","04:45:00","7h 0m","2 stops","Change airports",8816
"IndiGo","2019-02-04","Mumbai","Banglore","MUM --> BAN","05:00:00","06:15:00","1h 15m","non-stop","Change airports",12741
"Akasa Air","2019-02-04","Mumbai","Kolkata","MUM --> DEL --> BAN --> KOL","11:00:00","18:00:00","7h 0m","2 stops","Change airports",8743
"SpiceJet","2019-02-04","Hyderabad","Chennai","HYD --> CHE","12:30:00","13:30:00","1h 0m","non-stop","No info",12399
"Vistara","2019-02-04","Kolkata","Banglore","KOL --> BAN","06:15:00","07:30:00","1h 15m","non-stop","Business class",11918
"IndiGo","2019-02-05","Chennai","Mumbai","CHE --> MUM","05:30:00","07:30:00","2h 0m","non-stop","Red-eye flight",8505
"Air India","2019-02-05","Cochin","Kolkata","COC --> KOL","12:30:00","13:45:00","1h 15m","non-stop","1 Long layover",10255
"Vistara","2019-02-05","Mumbai","Hyderabad","MUM --> COC --> KOL --> HYD","15:45:00","01:30:00","9h 45m","2 stops","In-flight meal not included",7675
"Vistara Premium economy","2019-02-05","Hyderabad","Banglore","HYD --> BAN","11:00:00","14:15:00","3h 15m","non-stop","No info",11363
"IndiGo","2019-02-05","Delhi","Chennai","DEL --> CHE","20:45:00","22:45:00","2h 0m","non-stop","No info",9349
"Vistara","2019-02-06","Banglore","Cochin","BAN --> MUM --> KOL --> COC","21:45:00","07:00:00","9h 15m","2 stops","No check-in baggage included",14076
"IndiGo","2019-02-06","Delhi","Cochin","DEL --> CHE --> COC","19:00:00","01:45:00","6h 45m","1 stop","No check-in baggage included",7304
"Air India","2019-02-06","Banglore","Chennai","BAN --> DEL --> HYD --> CHE","13:00:00","20:45:00","7h 45m","2 stops","No info",9808
"Air Asia","2019-02-06","Mumbai","Kolkata","MUM --> HYD --> KOL","06:45:00","12:45:00","6h 0m","1 stop","Change airports",8328
"SpiceJet","2019-02-06","Kolkata","Mumbai","KOL --> DEL --> MUM","08:15:00","13:00:00","4h 45m","1 stop","1 Long layover",4635
"SpiceJet","2019-02-06","Banglore","Mumbai","BAN --> KOL --> MUM","14:45:00","21:30:00","6h 45m","1 stop","No info",10182
"SpiceJet","2019-02-07","Delhi","Kolkata","DEL --> KOL","19:00:00","20:15:00","1h 15m","non-stop","In-flight meal not included",4347
"Vistara Premium economy","2019-02-07","Hyderabad","Banglore","HYD --> DEL --> MUM --> BAN","20:00:00","04:45:00","8h 45m","2 stops","No check-in baggage included",10519
"Multiple carriers Premium economy","2019-02-07","Delhi","Banglore","DEL --> CHE --> HYD --> BAN","16:15:00","22:30:00","6h 15m","2 stops","No check-in baggage included",3030
"Vistara","2019-02-07","Chennai","Banglore","CHE --> HYD --> BAN","20:15:00","23:30:00","3h 15m","1 stop","In-flight meal not included",4012
"Air India","2019-02-07","Delhi","Mumbai","DEL --> HYD --> CHE --> MUM","08:15:00","16:45:00","8h 30m","2 stops","Change airports",10083
"GoAir","2019-02-07","Hyderabad","Chennai","HYD --> MUM --> COC --> CHE","09:30:00","18:00:00","8h 30m","2 stops","Red-eye flight",3617
"IndiGo","2019-02-07","Mumbai","Banglore","MUM --> DEL --> BAN","14:00:00","18:00:00","4h 0m","1 stop","Red-eye flight",8102
"IndiGo","2019-02-07","Hyderabad","Mumbai","HYD --> BAN --> KOL --> MUM","10:15:00","16:15:00","6h 0m","2 stops","Business class",14345
"Air India","2019-02-08","Mumbai","Chennai","MUM --> DEL --> CHE","18:30:00","00:45:00","6h 15m","1 stop","No info",9482
"Vistara","2019-02-08","Cochin","Chennai","COC --> CHE","16:00:00","19:30:00","3h 30m","non-stop","Change airports",7731
"GoAir","2019-02-08","Hyderabad","Cochin","HYD --> MUM --> BAN --> COC","20:30:00","06:00:00","9h 30m","2 stops","1 Long layover",14640
"Air India","2019-02-08","Delhi","Hyderabad","DEL --> HYD","14:15:00","17:30:00","3h 15m","non-stop","Red-eye flight",11939
"Air Asia","2019-02-08","Banglore","Delhi","BAN --> HYD --> DEL","16:15:00","21:45:00","5h 30m","1 stop","No info",8158
"Trujet","2019-02-08","Delhi","Mumbai","DEL --> MUM","16:15:00","18:30:00","2h 15m","non-stop","No check-in baggage included",11828
"IndiGo","2019-02-08","Kolkata","Banglore","KOL --> CHE --> BAN","21:15:00","00:30:00","3h 15m","1 stop","No check-in baggage included",4670
"IndiGo","2019-02-08","Mumbai","Cochin","MUM --> COC","10:45:00","13:00:00","2h 15m","non-stop","Red-eye flight",10983
"Air Asia","2019-02-08","Kolkata","Delhi","KOL --> DEL","19:45:00","22:00:00","2h 15m","non-stop","Red-eye flight",5670
"Jet Airways Business","2019-02-09","Banglore","Hyderabad","BAN --> MUM --> DEL --> HYD","13:00:00","21:45:00","8h 45m","2 stops","Red-eye flight",13714
"Vistara","2019-02-09","Mumbai","Chennai","MUM --> HYD --> BAN --> CHE","06:30:00","12:30:00","6h 0m","2 stops","In-flight meal not included",4443
"Air Asia","2019-02-09","Banglore","Chennai","BAN --> KOL --> HYD --> CHE","20:45:00","05:30:00","8h 45m","2 stops","Red-eye flight",13955
"SpiceJet","2019-02-09","Delhi","Chennai","DEL --> MUM --> HYD --> CHE","09:30:00","17:45:00","8h 15m","2 stops","1 Long layover",11224
"SpiceJet","2019-02-09","Delhi","Cochin","DEL --> HYD --> MUM --> COC","21:45:00","06:45:00","9h 0m","2 stops","Business class",10383
"Akasa Air","2019-02-09","Delhi","Banglore","DEL --> COC --> BAN","12:30:00","18:45:00","6h 15m","1 stop","Red-eye flight",10864
"Multiple carriers Premium economy","2019-02-09","Mumbai","Delhi","MUM --> CHE --> DEL","20:15:00","23:30:00","3h 15m","1 stop","No check-in baggage included",8100
"Air India","2019-02-10","Delhi","Banglore","DEL --> BAN","13:45:00","15:15:00","1h 30m","non-stop","Red-eye flight",13712
"Trujet","2019-02-10","Chennai","Banglore","CHE --> KOL --> BAN","11:00:00","16:00:00","5h 0m","1 stop","Red-eye flight",13518
"IndiGo","2019-02-10","Chennai","Delhi","CHE --> HYD --> DEL","09:00:00","14:00:00","5h 0m","1 stop","Change airports",10225
"IndiGo","2019-02-10","Delhi","Chennai","DEL --> KOL --> COC --> CHE","12:00:00","20:15:00","8h 15m","2 stops","1 Long layover",5323
"IndiGo","2019-02-10","Kolkata","Mumbai","KOL --> BAN --> MUM","18:45:00","23:45:00","5h 0m","1 stop","No info",6038
"IndiGo","2019-02-11","Banglore","Hyderabad","BAN --> MUM --> COC --> HYD","17:00:00","23:15:00","6h 15m","2 stops","Business class",12793
"Air India","2019-02-11","Kolkata","Banglore","KOL --> COC --> HYD --> BAN","14:15:00","22:15:00","8h 0m","2 stops","1 Long layover",5294
"SpiceJet","2019-02-11","Chennai","Hyderabad","CHE --> MUM --> HYD","15:45:00","22:30:00","6h 45m","1 stop","Business class",14745
"Air Asia","2019-02-11","Delhi","Mumbai","DEL --> COC --> MUM","13:00:00","19:15:00","6h 15m","1 stop","In-flight meal not included",6561
"Vistara","2019-02-11","Cochin","Mumbai","COC --> KOL --> CHE --> MUM","12:45:00","18:45:00","6h 0m","2 stops","No check-in baggage included",12660
"IndiGo","2019-02-11","Delhi","Kolkata","DEL --> KOL","05:45:00","08:00:00","2h 15m","non-stop","No info",4372
"Air India","2019-02-11","Mumbai","Hyderabad","MUM --> BAN --> HYD","07:00:00","12:30:00","5h 30m","1 stop","In-flight meal not included",4775
"Air India","2019-02-11","Mumbai","Delhi","MUM --> DEL","07:30:00","10:00:00","2h 30m","non-stop","Business class",9799
"Air Asia","2019-02-12","Chennai","Mumbai","CHE --> MUM","20:45:00","22:15:00","1h 30m","non-stop","No info",13520
"Air India","2019-02-12","Hyderabad","Kolkata","HYD --> MUM --> KOL","18:30:00","01:15:00","6h 45m","1 stop","Change airports",6229
"SpiceJet","2019-02-12","Cochin","Banglore","COC --> DEL --> BAN","13:45:00","18:15:00","4h 30m","1 stop","No check-in baggage included",14951
"IndiGo","2019-02-12","Chennai","Hyderabad","CHE --> HYD","12:15:00","13:15:00","1h 0m","non-stop","No check-in baggage included",8051
"SpiceJet","2019-02-12","Kolkata","Delhi","KOL --> DEL","16:15:00","17:30:00","1h 15m","non-stop","No check-in baggage included",12629
"SpiceJet","2019-02-12","Mumbai","Hyderabad","MUM --> HYD","16:45:00","18:15:00","1h 30m","non-stop","No check-in baggage included",7351
"Multiple carriers Premium economy","2019-02-12","Mumbai","Banglore","MUM --> COC --> KOL --> BAN","06:00:00","13:15:00","7h 15m","2 stops","Change airports",14430
"IndiGo","2019-02-13","Delhi","Mumbai","DEL --> BAN --> MUM","08:45:00","14:45:00","6h 0m","1 stop","Business class",9260
"Air India","2019-02-13","Chennai","Banglore","CHE --> HYD --> MUM --> BAN","05:30:00","11:30:00","6h 0m","2 stops","Change airports",8000
"Air India","2019-02-13","Banglore","Cochin","BAN --> KOL --> HYD --> COC","21:30:00","07:15:00","9h 45m","2 stops","Business class",7520
"IndiGo","2019-02-13","Banglore","Kolkata","BAN --> KOL","13:45:00","15:00:00","1h 15m","non-stop","No info",11968
"SpiceJet","2019-02-14","Hyderabad","Delhi","HYD --> BAN --> DEL","14:30:00","19:15:00","4h 45m","1 stop","Business class",3358
"GoAir","2019-02-14","Delhi","Kolkata","DEL --> KOL","19:00:00","22:30:00","3h 30m","non-stop","Red-eye flight",6225
"IndiGo","2019-02-14","Kolkata","Mumbai","KOL --> DEL --> BAN --> MUM","19:15:00","05:00:00","9h 45m","2 stops","1 Long layover",4437
"SpiceJet","2019-02-14","Mumbai","Banglore","MUM --> KOL --> BAN","18:15:00","23:00:00","4h 45m","1 stop","Change airports",7462
"IndiGo","2019-02-15","Delhi","Hyderabad","DEL --> HYD","05:45:00","07:45:00","2h 0m","non-stop","No info",3259
"Multiple carriers Premium economy","2019-02-15","Delhi","Kolkata","DEL --> KOL","20:00:00","23:15:00","3h 15m","non-stop","No check-in baggage included",10218
"Jet Airways Business","2019-02-15","Chennai","Hyderabad","CHE --> MUM --> HYD","07:30:00","13:00:00","5h 30m","1 stop","Red-eye flight",14344
"IndiGo","2019-02-15","Hyderabad","Cochin","HYD --> MUM --> COC","16:15:00","20:30:00","4h 15m","1 stop","1 Long layover",11599
"IndiGo","2019-02-15","Kolkata","Hyderabad","KOL --> COC --> BAN --> HYD","20:00:00","02:00:00","6h 0m","2 stops","Red-eye flight",8515
"Air India","2019-02-15","Chennai","Mumbai","CHE --> HYD --> BAN --> MUM","10:00:00","18:15:00","8h 15m","2 stops","Business class",14928
"IndiGo","2019-02-15","Cochin","Chennai","COC --> DEL --> HYD --> CHE","20:45:00","03:15:00","6h 30m","2 stops","No info",4298
"IndiGo","2019-02-15","Mumbai","Banglore","MUM --> BAN","09:00:00","10:15:00","1h 15m","non-stop","1 Long layover",9923
"Air India","2019-02-15","Banglore","Mumbai","BAN --> MUM","20:30:00","00:00:00","3h 30m","non-stop","1 Long layover",13927
"IndiGo","2019-02-16","Mumbai","Hyderabad","MUM --> KOL --> HYD","19:45:00","01:15:00","5h 30m","1 stop","Business class",10592
"SpiceJet","2019-02-16","Banglore","Delhi","BAN --> DEL","08:45:00","10:00:00","1h 15m","non-stop","1 Long layover",14397
"SpiceJet","2019-02-16","Banglore","Mumbai","BAN --> MUM","14:00:00","16:00:00","2h 0m","non-stop","No check-in baggage included",14967
"Vistara","2019-02-16","Delhi","Kolkata","DEL --> KOL","10:45:00","12:15:00","1h 30m","non-stop","1 Long layover",14233
"Jet Airways","2019-02-16","Delhi","Chennai","DEL --> KOL --> CHE","17:30:00","21:15:00","3h 45m","1 stop","Business class",7393
"Vistara","2019-02-16","Cochin","Banglore","COC --> BAN","07:45:00","11:15:00","3h 30m","non-stop","No check-in baggage included",14764
"IndiGo","2019-02-16","Mumbai","Delhi","MUM --> COC --> BAN --> DEL","10:30:00","19:30:00","9h 0m","2 stops","Business class",9206
"Air India","2019-02-16","Delhi","Cochin","DEL --> KOL --> CHE --> COC","13:15:00","22:00:00","8h 45m","2 stops","1 Long layover",4685
"IndiGo","2019-02-17","Mumbai","Banglore","MUM --> DEL --> COC --> BAN","20:45:00","06:00:00","9h 15m","2 stops","Red-eye flight",9090
"Trujet","2019-02-17","Hyderabad","Mumbai","HYD --> MUM","13:30:00","17:00:00","3h 30m","non-stop","No check-in baggage included",4544
"Air India","2019-02-17","Delhi","Banglore","DEL --> HYD --> BAN","17:15:00","21:15:00","4h 0m","1 stop","Business class",13499
"Trujet","2019-02-17","Mumbai","Kolkata","MUM --> COC --> CHE --> KOL","05:15:00","12:15:00","7h 0m","2 stops","Change airports",10075
"Akasa Air","2019-02-17","Cochin","Mumbai","COC --> MUM","20:30:00","21:30:00","1h 0m","non-stop","In-flight meal not included",10719
"Air India","2019-02-17","Delhi","Hyderabad","DEL --> HYD","09:30:00","10:30:00","1h 0m","non-stop","Red-eye flight",7074
"Air India","2019-02-17","Banglore","Delhi","BAN --> HYD --> DEL","20:30:00","02:00:00","5h 30m","1 stop","Business class",10728
"Air India","2019-02-18","Banglore","Mumbai","BAN --> DEL --> CHE --> MUM","12:45:00","20:45:00","8h 0m","2 stops","Change airports",10290
"Air Asia","2019-02-18","Kolkata","Banglore","KOL --> DEL --> BAN","21:00:00","03:45:00","6h 45m","1 stop","1 Long layover",14596
"Jet Airways","2019-02-18","Mumbai","Delhi","MUM --> DEL","20:00:00","21:15:00","1h 15m","non-stop","In-flight meal not included",12692
"Jet Airways","2019-02-18","Chennai","Mumbai","CHE --> MUM","10:30:00","11:30:00","1h 0m","non-stop","No check-in baggage included",10649
"Air India","2019-02-19","Hyderabad","Delhi","HYD --> BAN --> DEL","14:45:00","18:00:00","3h 15m","1 stop","In-flight meal not included",11393
"SpiceJet","2019-02-19","Banglore","Kolkata","BAN --> KOL","12:45:00","16:00:00","3h 15m","non-stop","Red-eye flight",10665
"IndiGo","2019-02-19","Hyderabad","Mumbai","HYD --> BAN --> KOL --> MUM","17:30:00","00:45:00","7h 15m","2 stops","In-flight meal not included",3611
"Air India","2019-02-19","Banglore","Cochin","BAN --> HYD --> CHE --> COC","21:15:00","06:45:00","9h 30m","2 stops","Red-eye flight",7639
"Air India","2019-02-19","Mumbai","Delhi","MUM --> DEL","09:15:00","11:15:00","2h 0m","non-stop","In-flight meal not included",14346
"Akasa Air","2019-02-19","Hyderabad","Chennai","HYD --> MUM --> DEL --> CHE","12:15:00","19:15:00","7h 0m","2 stops","Red-eye flight",5271
"GoAir","2019-02-19","Chennai","Delhi","CHE --> BAN --> DEL","14:00:00","19:00:00","5h 0m","1 stop","No info",10662
"IndiGo","2019-02-19","Mumbai","Kolkata","MUM --> BAN --> KOL","13:15:00","20:00:00","6h 45m","1 stop","Business class",10739
"GoAir","2019-02-19","Chennai","Kolkata","CHE --> MUM --> COC --> KOL","21:45:00","06:15:00","8h 30m","2 stops","Red-eye flight",9755
